label,filename,is_cat,split
Dog,10187.jpg,0,train
Dog,10188.jpg,0,train
Dog,10189.jpg,0,test
Dog,1019.jpg,0,train
Dog,10190.jpg,0,train
Dog,10191.jpg,0,train
Dog,10192.jpg,0,train
Dog,10193.jpg,0,train
Dog,10194.jpg,0,test
Dog,10195.jpg,0,train
Dog,10196.jpg,0,val
Dog,10197.jpg,0,train
Dog,10198.jpg,0,train
Dog,10199.jpg,0,val
Dog,102.jpg,0,train
Dog,1020.jpg,0,train
Dog,10200.jpg,0,train
Dog,10201.jpg,0,train
Dog,10202.jpg,0,train
Dog,10203.jpg,0,train
Dog,10204.jpg,0,train
Dog,10205.jpg,0,train
Dog,10206.jpg,0,test
Dog,10207.jpg,0,train
Dog,10208.jpg,0,test
Dog,10209.jpg,0,train
Dog,1021.jpg,0,train
Dog,10210.jpg,0,test
Dog,10211.jpg,0,train
Dog,10212.jpg,0,train
Dog,10213.jpg,0,train
Dog,10214.jpg,0,val
Dog,10215.jpg,0,train
Dog,10216.jpg,0,train
Dog,10217.jpg,0,train
Dog,10218.jpg,0,train
Dog,10219.jpg,0,train
Dog,1022.jpg,0,train
Dog,10220.jpg,0,train
Dog,10221.jpg,0,train
Dog,10222.jpg,0,test
Dog,10223.jpg,0,train
Dog,10224.jpg,0,train
Dog,10225.jpg,0,val
Dog,10226.jpg,0,train
Dog,10227.jpg,0,train
Dog,10228.jpg,0,train
Dog,10229.jpg,0,train
Dog,1023.jpg,0,train
Dog,10230.jpg,0,train
Dog,10231.jpg,0,train
Dog,10232.jpg,0,train
Dog,10233.jpg,0,train
Dog,10234.jpg,0,train
Dog,10235.jpg,0,train
Dog,10236.jpg,0,test
Dog,10237.jpg,0,train
Dog,10238.jpg,0,train
Dog,10239.jpg,0,train
Dog,1024.jpg,0,train
Dog,10240.jpg,0,train
Dog,10241.jpg,0,train
Dog,10242.jpg,0,train
Dog,10243.jpg,0,train
Dog,10244.jpg,0,train
Dog,10245.jpg,0,train
Dog,10246.jpg,0,train
Dog,10247.jpg,0,train
Dog,10248.jpg,0,train
Dog,10249.jpg,0,train
Dog,1025.jpg,0,train
Dog,10250.jpg,0,train
Dog,10251.jpg,0,train
Dog,10252.jpg,0,train
Dog,10253.jpg,0,train
Dog,10254.jpg,0,train
Dog,10255.jpg,0,train
Dog,10256.jpg,0,train
Dog,10257.jpg,0,train
Dog,10258.jpg,0,test
Dog,10259.jpg,0,train
Dog,1026.jpg,0,train
Dog,10260.jpg,0,train
Dog,10261.jpg,0,test
Dog,10262.jpg,0,val
Dog,10263.jpg,0,train
Dog,10264.jpg,0,train
Dog,10265.jpg,0,train
Dog,10266.jpg,0,train
Dog,10267.jpg,0,train
Dog,10268.jpg,0,train
Dog,10269.jpg,0,train
Dog,1027.jpg,0,train
Dog,10270.jpg,0,train
Dog,10271.jpg,0,val
Dog,10272.jpg,0,train
Dog,10273.jpg,0,train
Dog,10274.jpg,0,train
Dog,10275.jpg,0,train
Dog,10276.jpg,0,train
Dog,10277.jpg,0,train
Dog,10278.jpg,0,train
Dog,10279.jpg,0,train
Dog,1028.jpg,0,train
Dog,10280.jpg,0,train
Dog,10281.jpg,0,train
Dog,10282.jpg,0,val
Dog,10283.jpg,0,train
Dog,10284.jpg,0,train
Dog,10285.jpg,0,train
Dog,10286.jpg,0,train
Dog,10287.jpg,0,test
Dog,10288.jpg,0,train
Dog,10289.jpg,0,train
Dog,1029.jpg,0,train
Dog,10290.jpg,0,val
Dog,10291.jpg,0,train
Dog,10292.jpg,0,val
Dog,10293.jpg,0,train
Dog,10294.jpg,0,train
Dog,10295.jpg,0,train
Dog,10296.jpg,0,test
Dog,10297.jpg,0,train
Dog,10298.jpg,0,train
Dog,10299.jpg,0,train
Dog,103.jpg,0,train
Dog,1030.jpg,0,train
Dog,10300.jpg,0,train
Dog,10301.jpg,0,train
Dog,10302.jpg,0,val
Dog,10303.jpg,0,train
Dog,10304.jpg,0,train
Dog,10305.jpg,0,train
Dog,10306.jpg,0,train
Dog,10307.jpg,0,train
Dog,10308.jpg,0,train
Dog,10309.jpg,0,test
Dog,1031.jpg,0,train
Dog,10310.jpg,0,train
Dog,10311.jpg,0,train
Dog,10312.jpg,0,train
Dog,10313.jpg,0,test
Dog,10314.jpg,0,val
Dog,10315.jpg,0,train
Dog,10316.jpg,0,train
Dog,10317.jpg,0,train
Dog,10318.jpg,0,train
Dog,10319.jpg,0,train
Dog,1032.jpg,0,train
Dog,10320.jpg,0,train
Dog,10321.jpg,0,train
Dog,10322.jpg,0,train
Dog,10323.jpg,0,train
Dog,10324.jpg,0,test
Dog,10325.jpg,0,train
Dog,10326.jpg,0,train
Dog,10327.jpg,0,train
Dog,10328.jpg,0,train
Dog,10329.jpg,0,test
Dog,1033.jpg,0,train
Dog,10330.jpg,0,train
Dog,10331.jpg,0,test
Dog,10332.jpg,0,train
Dog,10333.jpg,0,train
Dog,10334.jpg,0,val
Dog,10335.jpg,0,train
Dog,10336.jpg,0,train
Dog,10337.jpg,0,train
Dog,10338.jpg,0,val
Dog,10339.jpg,0,train
Dog,1034.jpg,0,val
Dog,10340.jpg,0,train
Dog,10341.jpg,0,train
Dog,10342.jpg,0,train
Dog,10343.jpg,0,train
Dog,10344.jpg,0,train
Dog,10345.jpg,0,train
Dog,10346.jpg,0,train
Dog,10347.jpg,0,val
Dog,10348.jpg,0,train
Dog,10349.jpg,0,train
Dog,1035.jpg,0,train
Dog,10350.jpg,0,val
Dog,10351.jpg,0,train
Dog,10352.jpg,0,train
Dog,10353.jpg,0,train
Dog,10354.jpg,0,test
Dog,10355.jpg,0,train
Dog,10356.jpg,0,train
Dog,10357.jpg,0,train
Dog,10358.jpg,0,train
Dog,10359.jpg,0,train
Dog,1036.jpg,0,train
Dog,10360.jpg,0,train
Dog,10361.jpg,0,train
Dog,10362.jpg,0,train
Dog,10363.jpg,0,train
Dog,10364.jpg,0,train
Dog,10365.jpg,0,test
Dog,10366.jpg,0,train
Dog,10367.jpg,0,train
Dog,10368.jpg,0,train
Dog,10369.jpg,0,train
Dog,1037.jpg,0,train
Dog,10370.jpg,0,train
Dog,10371.jpg,0,train
Dog,10372.jpg,0,train
Dog,10373.jpg,0,train
Dog,10374.jpg,0,test
Dog,10375.jpg,0,train
Dog,10376.jpg,0,train
Dog,10377.jpg,0,val
Dog,10378.jpg,0,val
Dog,10379.jpg,0,train
Dog,1038.jpg,0,train
Dog,10380.jpg,0,train
Dog,10381.jpg,0,train
Dog,10382.jpg,0,train
Dog,10383.jpg,0,train
Dog,10384.jpg,0,train
Dog,10385.jpg,0,test
Dog,10386.jpg,0,train
Dog,10387.jpg,0,train
Dog,10388.jpg,0,train
Dog,10389.jpg,0,train
Dog,1039.jpg,0,train
Dog,10390.jpg,0,train
Dog,10391.jpg,0,train
Dog,10392.jpg,0,train
Dog,10393.jpg,0,train
Dog,10394.jpg,0,test
Dog,10395.jpg,0,train
Dog,10396.jpg,0,train
Dog,10397.jpg,0,test
Dog,10398.jpg,0,train
Dog,10399.jpg,0,train
Dog,104.jpg,0,train
Dog,1040.jpg,0,train
Dog,10400.jpg,0,train
Dog,10401.jpg,0,val
Dog,10402.jpg,0,train
Dog,10403.jpg,0,train
Dog,10404.jpg,0,train
Dog,10405.jpg,0,train
Dog,10406.jpg,0,train
Dog,10407.jpg,0,train
Dog,10408.jpg,0,train
Dog,10409.jpg,0,train
Dog,1041.jpg,0,train
Dog,10410.jpg,0,train
Dog,10411.jpg,0,train
Dog,10412.jpg,0,train
Dog,10413.jpg,0,train
Dog,10414.jpg,0,train
Dog,10415.jpg,0,train
Dog,10416.jpg,0,train
Dog,10417.jpg,0,train
Dog,10418.jpg,0,train
Dog,10419.jpg,0,train
Dog,1042.jpg,0,train
Dog,10420.jpg,0,train
Dog,10421.jpg,0,train
Dog,10422.jpg,0,train
Dog,10423.jpg,0,train
Dog,10424.jpg,0,train
Dog,10425.jpg,0,train
Dog,10426.jpg,0,val
Dog,10427.jpg,0,train
Dog,10428.jpg,0,train
Dog,10429.jpg,0,train
Dog,1043.jpg,0,train
Dog,10430.jpg,0,train
Dog,10431.jpg,0,train
Dog,10432.jpg,0,train
Dog,10433.jpg,0,train
Dog,10434.jpg,0,train
Dog,10435.jpg,0,train
Dog,10436.jpg,0,train
Dog,10437.jpg,0,train
Dog,10438.jpg,0,train
Dog,10439.jpg,0,train
Dog,1044.jpg,0,train
Dog,10440.jpg,0,train
Dog,10441.jpg,0,train
Dog,10442.jpg,0,train
Dog,10443.jpg,0,train
Dog,10444.jpg,0,train
Dog,10445.jpg,0,train
Dog,10446.jpg,0,train
Dog,10447.jpg,0,train
Dog,10448.jpg,0,train
Dog,10449.jpg,0,train
Dog,1045.jpg,0,train
Dog,10450.jpg,0,train
Dog,10451.jpg,0,train
Dog,10452.jpg,0,train
Dog,10453.jpg,0,train
Dog,10454.jpg,0,train
Dog,10455.jpg,0,train
Dog,10456.jpg,0,train
Dog,10457.jpg,0,test
Dog,10458.jpg,0,test
Dog,10459.jpg,0,train
Dog,1046.jpg,0,train
Dog,10460.jpg,0,train
Dog,10461.jpg,0,train
Dog,10462.jpg,0,train
Dog,10463.jpg,0,val
Dog,10464.jpg,0,train
Dog,10465.jpg,0,train
Dog,10466.jpg,0,train
Dog,10467.jpg,0,train
Dog,10468.jpg,0,train
Dog,10469.jpg,0,train
Dog,1047.jpg,0,train
Dog,10470.jpg,0,test
Dog,10471.jpg,0,train
Dog,10472.jpg,0,train
Dog,10473.jpg,0,train
Dog,10474.jpg,0,train
Dog,10475.jpg,0,train
Dog,10476.jpg,0,train
Dog,10477.jpg,0,train
Dog,10478.jpg,0,train
Dog,10479.jpg,0,train
Dog,1048.jpg,0,train
Dog,10480.jpg,0,train
Dog,10481.jpg,0,train
Dog,10482.jpg,0,train
Dog,10483.jpg,0,train
Dog,10484.jpg,0,train
Dog,10485.jpg,0,train
Dog,10486.jpg,0,train
Dog,10487.jpg,0,train
Dog,10488.jpg,0,train
Dog,10489.jpg,0,test
Dog,1049.jpg,0,train
Dog,10490.jpg,0,train
Dog,10491.jpg,0,train
Dog,10492.jpg,0,train
Dog,10493.jpg,0,train
Dog,10494.jpg,0,test
Dog,10495.jpg,0,train
Dog,10496.jpg,0,train
Dog,10497.jpg,0,train
Dog,10498.jpg,0,train
Dog,10499.jpg,0,train
Dog,105.jpg,0,train
Dog,1050.jpg,0,train
Dog,10500.jpg,0,train
Dog,10501.jpg,0,val
Dog,10502.jpg,0,val
Dog,10503.jpg,0,train
Dog,10504.jpg,0,train
Dog,10505.jpg,0,train
Dog,10506.jpg,0,train
Dog,10507.jpg,0,test
Dog,10508.jpg,0,train
Dog,10509.jpg,0,train
Dog,1051.jpg,0,train
Dog,10510.jpg,0,train
Dog,10511.jpg,0,train
Dog,10512.jpg,0,train
Dog,10513.jpg,0,train
Dog,10514.jpg,0,train
Dog,10515.jpg,0,test
Dog,10516.jpg,0,train
Dog,10517.jpg,0,train
Dog,10518.jpg,0,train
Dog,10519.jpg,0,train
Dog,1052.jpg,0,test
Dog,10520.jpg,0,train
Dog,10521.jpg,0,train
Dog,10522.jpg,0,train
Dog,10523.jpg,0,train
Dog,10524.jpg,0,train
Dog,10525.jpg,0,train
Dog,10526.jpg,0,val
Dog,10527.jpg,0,train
Dog,10528.jpg,0,test
Dog,10529.jpg,0,train
Dog,1053.jpg,0,train
Dog,10530.jpg,0,train
Dog,10531.jpg,0,train
Dog,10532.jpg,0,train
Dog,10533.jpg,0,train
Dog,10534.jpg,0,train
Dog,10535.jpg,0,train
Dog,10536.jpg,0,test
Dog,10537.jpg,0,train
Dog,10538.jpg,0,train
Dog,10539.jpg,0,val
Dog,1054.jpg,0,train
Dog,10540.jpg,0,train
Dog,10541.jpg,0,val
Dog,10542.jpg,0,train
Dog,10543.jpg,0,train
Dog,10544.jpg,0,train
Dog,10545.jpg,0,train
Dog,10546.jpg,0,train
Dog,10547.jpg,0,train
Dog,10548.jpg,0,train
Dog,10549.jpg,0,train
Dog,1055.jpg,0,train
Dog,10550.jpg,0,test
Dog,10551.jpg,0,train
Dog,10552.jpg,0,train
Dog,10553.jpg,0,train
Dog,10554.jpg,0,train
Dog,10555.jpg,0,train
Dog,10556.jpg,0,train
Dog,10557.jpg,0,train
Dog,10558.jpg,0,val
Dog,10559.jpg,0,train
Dog,1056.jpg,0,train
Dog,10560.jpg,0,val
Dog,10561.jpg,0,train
Dog,10562.jpg,0,train
Dog,10563.jpg,0,train
Dog,10564.jpg,0,train
Dog,10565.jpg,0,train
Dog,10566.jpg,0,train
Dog,10567.jpg,0,train
Dog,10568.jpg,0,train
Dog,10569.jpg,0,train
Dog,1057.jpg,0,train
Dog,10570.jpg,0,train
Dog,10571.jpg,0,train
Dog,10572.jpg,0,train
Dog,10573.jpg,0,train
Dog,10574.jpg,0,train
Dog,10575.jpg,0,train
Dog,10576.jpg,0,train
Dog,10577.jpg,0,train
Dog,10578.jpg,0,train
Dog,10579.jpg,0,train
Dog,1058.jpg,0,train
Dog,10580.jpg,0,test
Dog,10581.jpg,0,train
Dog,10582.jpg,0,train
Dog,10583.jpg,0,train
Dog,10584.jpg,0,train
Dog,10585.jpg,0,train
Dog,10586.jpg,0,val
Dog,10587.jpg,0,train
Dog,10588.jpg,0,train
Dog,10589.jpg,0,train
Dog,1059.jpg,0,train
Dog,10590.jpg,0,train
Dog,10591.jpg,0,test
Dog,10592.jpg,0,train
Dog,10593.jpg,0,train
Dog,10594.jpg,0,train
Dog,10595.jpg,0,train
Dog,10596.jpg,0,train
Dog,10597.jpg,0,train
Dog,10598.jpg,0,train
Dog,10599.jpg,0,train
Dog,106.jpg,0,train
Dog,1060.jpg,0,train
Dog,10600.jpg,0,test
Dog,10601.jpg,0,train
Dog,10602.jpg,0,train
Dog,10603.jpg,0,train
Dog,10604.jpg,0,train
Dog,10605.jpg,0,train
Dog,10606.jpg,0,train
Dog,10607.jpg,0,train
Dog,10608.jpg,0,train
Dog,10609.jpg,0,train
Dog,1061.jpg,0,test
Dog,10610.jpg,0,train
Dog,10611.jpg,0,test
Dog,10612.jpg,0,test
Dog,10613.jpg,0,train
Dog,10614.jpg,0,train
Dog,10615.jpg,0,train
Dog,10616.jpg,0,train
Dog,10617.jpg,0,train
Dog,10618.jpg,0,train
Dog,10619.jpg,0,train
Dog,1062.jpg,0,train
Dog,10620.jpg,0,train
Dog,10621.jpg,0,val
Dog,10622.jpg,0,train
Dog,10623.jpg,0,train
Dog,10624.jpg,0,train
Dog,10625.jpg,0,train
Dog,10626.jpg,0,train
Dog,10627.jpg,0,test
Dog,10628.jpg,0,train
Dog,10629.jpg,0,train
Dog,1063.jpg,0,train
Dog,10630.jpg,0,train
Dog,10631.jpg,0,train
Dog,10632.jpg,0,train
Dog,10633.jpg,0,train
Dog,10634.jpg,0,train
Dog,10635.jpg,0,train
Dog,10636.jpg,0,train
Dog,10637.jpg,0,train
Dog,10638.jpg,0,train
Dog,10639.jpg,0,val
Dog,1064.jpg,0,train
Dog,10640.jpg,0,test
Dog,10641.jpg,0,train
Dog,10642.jpg,0,train
Dog,10643.jpg,0,train
Dog,10644.jpg,0,train
Dog,10645.jpg,0,train
Dog,10646.jpg,0,train
Dog,10647.jpg,0,train
Dog,10648.jpg,0,train
Dog,10649.jpg,0,train
Dog,1065.jpg,0,train
Dog,10650.jpg,0,train
Dog,10651.jpg,0,train
Dog,10652.jpg,0,train
Dog,10653.jpg,0,train
Dog,10654.jpg,0,train
Dog,10655.jpg,0,train
Dog,10656.jpg,0,test
Dog,10657.jpg,0,train
Dog,10658.jpg,0,train
Dog,10659.jpg,0,train
Dog,1066.jpg,0,train
Dog,10660.jpg,0,train
Dog,10661.jpg,0,train
Dog,10662.jpg,0,train
Dog,10663.jpg,0,train
Dog,10664.jpg,0,train
Dog,10665.jpg,0,train
Dog,10666.jpg,0,train
Dog,10667.jpg,0,train
Dog,10668.jpg,0,test
Dog,10669.jpg,0,train
Dog,1067.jpg,0,train
Dog,10670.jpg,0,train
Dog,10671.jpg,0,test
Dog,10672.jpg,0,train
Dog,10673.jpg,0,train
Dog,10674.jpg,0,train
Dog,10675.jpg,0,train
Dog,10676.jpg,0,train
Dog,10677.jpg,0,train
Dog,10678.jpg,0,train
Dog,10679.jpg,0,train
Dog,1068.jpg,0,train
Dog,10680.jpg,0,train
Dog,10681.jpg,0,train
Dog,10682.jpg,0,train
Dog,10683.jpg,0,train
Dog,10684.jpg,0,train
Dog,10685.jpg,0,train
Dog,10686.jpg,0,train
Dog,10687.jpg,0,train
Dog,10688.jpg,0,train
Dog,10689.jpg,0,train
Dog,1069.jpg,0,train
Dog,10690.jpg,0,train
Dog,10691.jpg,0,train
Dog,10692.jpg,0,train
Dog,10693.jpg,0,train
Dog,10694.jpg,0,train
Dog,10695.jpg,0,train
Dog,10696.jpg,0,train
Dog,10697.jpg,0,train
Dog,10698.jpg,0,train
Dog,10699.jpg,0,train
Dog,107.jpg,0,test
Dog,1070.jpg,0,train
Dog,10700.jpg,0,train
Dog,10701.jpg,0,test
Dog,10702.jpg,0,train
Dog,10703.jpg,0,train
Dog,10704.jpg,0,train
Dog,10705.jpg,0,train
Dog,10706.jpg,0,train
Dog,10707.jpg,0,train
Dog,10708.jpg,0,train
Dog,10709.jpg,0,train
Dog,1071.jpg,0,train
Dog,10710.jpg,0,val
Dog,10711.jpg,0,test
Dog,10712.jpg,0,train
Dog,10713.jpg,0,train
Dog,10714.jpg,0,train
Dog,10715.jpg,0,train
Dog,10716.jpg,0,train
Dog,10717.jpg,0,train
Dog,10718.jpg,0,train
Dog,10719.jpg,0,train
Dog,1072.jpg,0,train
Dog,10720.jpg,0,train
Dog,10721.jpg,0,train
Dog,10722.jpg,0,train
Dog,10723.jpg,0,test
Dog,10724.jpg,0,train
Dog,10725.jpg,0,train
Dog,10726.jpg,0,train
Dog,10727.jpg,0,train
Dog,10728.jpg,0,train
Dog,10729.jpg,0,train
Dog,1073.jpg,0,test
Dog,10730.jpg,0,train
Dog,10731.jpg,0,train
Dog,10732.jpg,0,train
Dog,10733.jpg,0,train
Dog,10734.jpg,0,train
Dog,10735.jpg,0,train
Dog,10736.jpg,0,train
Dog,10737.jpg,0,train
Dog,10738.jpg,0,train
Dog,10739.jpg,0,train
Dog,1074.jpg,0,test
Dog,10740.jpg,0,train
Dog,10741.jpg,0,val
Dog,10742.jpg,0,train
Dog,10743.jpg,0,test
Dog,10744.jpg,0,train
Dog,10745.jpg,0,train
Dog,10746.jpg,0,train
Dog,10747.jpg,0,train
Dog,10748.jpg,0,train
Dog,10749.jpg,0,train
Dog,1075.jpg,0,train
Dog,10750.jpg,0,train
Dog,10751.jpg,0,train
Dog,10752.jpg,0,train
Dog,10753.jpg,0,train
Dog,10754.jpg,0,train
Dog,10755.jpg,0,train
Dog,10756.jpg,0,train
Dog,10757.jpg,0,train
Dog,10758.jpg,0,train
Dog,10759.jpg,0,test
Dog,1076.jpg,0,train
Dog,10760.jpg,0,train
Dog,10761.jpg,0,train
Dog,10762.jpg,0,train
Dog,10763.jpg,0,train
Dog,10764.jpg,0,train
Dog,10765.jpg,0,train
Dog,10766.jpg,0,train
Dog,10767.jpg,0,train
Dog,10768.jpg,0,train
Dog,10769.jpg,0,train
Dog,1077.jpg,0,train
Dog,10770.jpg,0,train
Dog,10771.jpg,0,train
Dog,10772.jpg,0,train
Dog,10773.jpg,0,train
Dog,10774.jpg,0,train
Dog,10775.jpg,0,train
Dog,10776.jpg,0,train
Dog,10777.jpg,0,train
Dog,10778.jpg,0,train
Dog,10779.jpg,0,train
Dog,1078.jpg,0,train
Dog,10780.jpg,0,test
Dog,10781.jpg,0,train
Dog,10782.jpg,0,train
Dog,10783.jpg,0,train
Dog,10784.jpg,0,train
Dog,10785.jpg,0,train
Dog,10786.jpg,0,train
Dog,10787.jpg,0,train
Dog,10788.jpg,0,train
Dog,10789.jpg,0,train
Dog,1079.jpg,0,train
Dog,10790.jpg,0,train
Dog,10791.jpg,0,train
Dog,10792.jpg,0,train
Dog,10793.jpg,0,train
Dog,10794.jpg,0,train
Dog,10795.jpg,0,test
Dog,10796.jpg,0,train
Dog,10797.jpg,0,train
Dog,10798.jpg,0,val
Dog,10799.jpg,0,train
Dog,108.jpg,0,train
Dog,1080.jpg,0,train
Dog,10800.jpg,0,train
Dog,10801.jpg,0,val
Dog,10802.jpg,0,train
Dog,10803.jpg,0,train
Dog,10804.jpg,0,train
Dog,10805.jpg,0,train
Dog,10806.jpg,0,val
Dog,10807.jpg,0,train
Dog,10808.jpg,0,train
Dog,10809.jpg,0,test
Dog,1081.jpg,0,val
Dog,10810.jpg,0,train
Dog,10811.jpg,0,train
Dog,10812.jpg,0,train
Dog,10813.jpg,0,train
Dog,10814.jpg,0,train
Dog,10815.jpg,0,train
Dog,10816.jpg,0,train
Dog,10817.jpg,0,val
Dog,10818.jpg,0,train
Dog,10819.jpg,0,train
Dog,1082.jpg,0,train
Dog,10820.jpg,0,train
Dog,10821.jpg,0,train
Dog,10822.jpg,0,train
Dog,10823.jpg,0,train
Dog,10824.jpg,0,train
Dog,10825.jpg,0,train
Dog,10826.jpg,0,train
Dog,10827.jpg,0,train
Dog,10828.jpg,0,train
Dog,10829.jpg,0,train
Dog,1083.jpg,0,val
Dog,10830.jpg,0,train
Dog,10831.jpg,0,train
Dog,10832.jpg,0,train
Dog,10833.jpg,0,train
Dog,10834.jpg,0,train
Dog,10835.jpg,0,train
